Order_Date,Order_Year,Order_Month,Order_Month_Name,Order_Year_Month,Order_Day,Order_Weekday,Order_Quarter
2024-11-07 20:27:19,2024,11,November,2024-11,7,Thursday,4
2024-11-07 20:44:45,2024,11,November,2024-11,7,Thursday,4
2024-11-07 22:16:03,2024,11,November,2024-11,7,Thursday,4
2024-11-07 23:30:40,2024,11,November,2024-11,7,Thursday,4
2024-11-08 05:38:58,2024,11,November,2024-11,8,Friday,4
2024-11-08 05:57:14,2024,11,November,2024-11,8,Friday,4
2024-11-08 06:06:39,2024,11,November,2024-11,8,Friday,4
2024-11-08 06:42:25,2024,11,November,2024-11,8,Friday,4
2024-11-08 07:03:08,2024,11,November,2024-11,8,Friday,4
2024-11-08 07:07:09,2024,11,November,2024-11,8,Friday,4
2024-11-08 10:21:11,2024,11,November,2024-11,8,Friday,4
2024-11-08 13:25:36,2024,11,November,2024-11,8,Friday,4
2024-11-09 02:27:19,2024,11,November,2024-11,9,Saturday,4
2024-11-09 05:02:28,2024,11,November,2024-11,9,Saturday,4
2024-11-09 05:10:36,2024,11,November,2024-11,9,Saturday,4
2024-11-09 05:15:12,2024,11,November,2024-11,9,Saturday,4
2024-11-09 08:24:55,2024,11,November,2024-11,9,Saturday,4
2024-11-09 09:40:14,2024,11,November,2024-11,9,Saturday,4
2024-11-09 19:23:10,2024,11,November,2024-11,9,Saturday,4
2024-11-09 22:26:53,2024,11,November,2024-11,9,Saturday,4
2024-11-10 00:25:44,2024,11,November,2024-11,10,Sunday,4
2024-11-10 01:04:45,2024,11,November,2024-11,10,Sunday,4
2024-11-10 02:49:44,2024,11,November,2024-11,10,Sunday,4
2024-11-10 06:05:27,2024,11,November,2024-11,10,Sunday,4
2024-11-10 08:59:57,2024,11,November,2024-11,10,Sunday,4
2024-11-10 09:29:14,2024,11,November,2024-11,10,Sunday,4
2024-11-10 13:16:54,2024,11,November,2024-11,10,Sunday,4
2024-11-10 13:31:31,2024,11,November,2024-11,10,Sunday,4
2024-11-10 21:35:35,2024,11,November,2024-11,10,Sunday,4
2024-11-10 22:32:32,2024,11,November,2024-11,10,Sunday,4
2024-11-10 22:40:47,2024,11,November,2024-11,10,Sunday,4
2024-11-11 03:46:40,2024,11,November,2024-11,11,Monday,4
2024-11-11 04:39:07,2024,11,November,2024-11,11,Monday,4
2024-11-11 04:39:54,2024,11,November,2024-11,11,Monday,4
2024-11-11 04:47:44,2024,11,November,2024-11,11,Monday,4
2024-11-11 06:45:45,2024,11,November,2024-11,11,Monday,4
2024-11-11 06:55:40,2024,11,November,2024-11,11,Monday,4
2024-11-11 07:33:41,2024,11,November,2024-11,11,Monday,4
2024-11-11 07:45:29,2024,11,November,2024-11,11,Monday,4
2024-11-11 08:08:17,2024,11,November,2024-11,11,Monday,4
2024-11-11 11:15:58,2024,11,November,2024-11,11,Monday,4
2024-11-11 12:57:32,2024,11,November,2024-11,11,Monday,4
2024-11-11 13:18:46,2024,11,November,2024-11,11,Monday,4
2024-11-11 13:41:09,2024,11,November,2024-11,11,Monday,4
2024-11-11 15:12:44,2024,11,November,2024-11,11,Monday,4
2024-11-11 16:36:38,2024,11,November,2024-11,11,Monday,4
2024-11-11 17:33:51,2024,11,November,2024-11,11,Monday,4
2024-11-11 18:07:01,2024,11,November,2024-11,11,Monday,4
2024-11-11 19:05:23,2024,11,November,2024-11,11,Monday,4
2024-11-11 23:18:13,2024,11,November,2024-11,11,Monday,4
2024-11-12 03:01:33,2024,11,November,2024-11,12,Tuesday,4
2024-11-12 05:11:02,2024,11,November,2024-11,12,Tuesday,4
2024-11-12 05:28:32,2024,11,November,2024-11,12,Tuesday,4
2024-11-12 05:59:59,2024,11,November,2024-11,12,Tuesday,4
2024-11-12 11:40:27,2024,11,November,2024-11,12,Tuesday,4
2024-11-12 12:48:30,2024,11,November,2024-11,12,Tuesday,4
2024-11-12 14:57:16,2024,11,November,2024-11,12,Tuesday,4
2024-11-12 15:43:41,2024,11,November,2024-11,12,Tuesday,4
2024-11-12 20:59:14,2024,11,November,2024-11,12,Tuesday,4
2024-11-13 01:56:47,2024,11,November,2024-11,13,Wednesday,4
2024-11-13 05:52:20,2024,11,November,2024-11,13,Wednesday,4
2024-11-13 08:21:52,2024,11,November,2024-11,13,Wednesday,4
2024-11-13 10:04:51,2024,11,November,2024-11,13,Wednesday,4
2024-11-13 12:37:54,2024,11,November,2024-11,13,Wednesday,4
2024-11-13 13:07:09,2024,11,November,2024-11,13,Wednesday,4
2024-11-13 13:42:13,2024,11,November,2024-11,13,Wednesday,4
2024-11-13 15:12:39,2024,11,November,2024-11,13,Wednesday,4
2024-11-13 15:15:13,2024,11,November,2024-11,13,Wednesday,4
2024-11-13 16:33:55,2024,11,November,2024-11,13,Wednesday,4
2024-11-13 20:37:11,2024,11,November,2024-11,13,Wednesday,4
2024-11-13 22:05:22,2024,11,November,2024-11,13,Wednesday,4
2024-11-13 23:20:54,2024,11,November,2024-11,13,Wednesday,4
2024-11-14 00:15:52,2024,11,November,2024-11,14,Thursday,4
2024-11-14 01:17:01,2024,11,November,2024-11,14,Thursday,4
2024-11-14 01:38:11,2024,11,November,2024-11,14,Thursday,4
2024-11-14 05:40:29,2024,11,November,2024-11,14,Thursday,4
2024-11-14 10:29:11,2024,11,November,2024-11,14,Thursday,4
2024-11-14 10:35:41,2024,11,November,2024-11,14,Thursday,4
2024-11-14 12:42:30,2024,11,November,2024-11,14,Thursday,4
2024-11-14 13:48:16,2024,11,November,2024-11,14,Thursday,4
2024-11-14 14:30:38,2024,11,November,2024-11,14,Thursday,4
2024-11-14 16:15:47,2024,11,November,2024-11,14,Thursday,4
2024-11-14 18:06:50,2024,11,November,2024-11,14,Thursday,4
2024-11-14 21:38:09,2024,11,November,2024-11,14,Thursday,4
2024-11-14 23:51:07,2024,11,November,2024-11,14,Thursday,4
2024-11-15 04:48:34,2024,11,November,2024-11,15,Friday,4
2024-11-15 04:55:14,2024,11,November,2024-11,15,Friday,4
2024-11-15 11:21:06,2024,11,November,2024-11,15,Friday,4
2024-11-15 12:22:16,2024,11,November,2024-11,15,Friday,4
2024-11-15 15:20:52,2024,11,November,2024-11,15,Friday,4
2024-11-15 15:26:55,2024,11,November,2024-11,15,Friday,4
2024-11-15 17:04:03,2024,11,November,2024-11,15,Friday,4
2024-11-15 18:20:31,2024,11,November,2024-11,15,Friday,4
2024-11-15 22:12:49,2024,11,November,2024-11,15,Friday,4
2024-11-15 22:16:18,2024,11,November,2024-11,15,Friday,4
2024-11-16 02:03:01,2024,11,November,2024-11,16,Saturday,4
2024-11-16 02:36:03,2024,11,November,2024-11,16,Saturday,4
2024-11-16 02:56:39,2024,11,November,2024-11,16,Saturday,4
2024-11-16 06:36:01,2024,11,November,2024-11,16,Saturday,4
2024-11-16 09:23:50,2024,11,November,2024-11,16,Saturday,4
2024-11-16 12:54:31,2024,11,November,2024-11,16,Saturday,4
2024-11-16 14:10:54,2024,11,November,2024-11,16,Saturday,4
2024-11-16 14:17:29,2024,11,November,2024-11,16,Saturday,4
2024-11-16 15:11:42,2024,11,November,2024-11,16,Saturday,4
2024-11-16 17:02:31,2024,11,November,2024-11,16,Saturday,4
2024-11-16 18:09:48,2024,11,November,2024-11,16,Saturday,4
2024-11-16 22:59:48,2024,11,November,2024-11,16,Saturday,4
2024-11-16 23:54:36,2024,11,November,2024-11,16,Saturday,4
2024-11-17 00:45:27,2024,11,November,2024-11,17,Sunday,4
2024-11-17 04:37:12,2024,11,November,2024-11,17,Sunday,4
2024-11-17 04:56:59,2024,11,November,2024-11,17,Sunday,4
2024-11-17 05:13:23,2024,11,November,2024-11,17,Sunday,4
2024-11-17 09:03:01,2024,11,November,2024-11,17,Sunday,4
2024-11-17 13:57:08,2024,11,November,2024-11,17,Sunday,4
2024-11-17 15:16:19,2024,11,November,2024-11,17,Sunday,4
2024-11-17 16:46:43,2024,11,November,2024-11,17,Sunday,4
2024-11-17 17:24:54,2024,11,November,2024-11,17,Sunday,4
2024-11-17 21:31:36,2024,11,November,2024-11,17,Sunday,4
2024-11-17 21:47:51,2024,11,November,2024-11,17,Sunday,4
2024-11-17 22:44:36,2024,11,November,2024-11,17,Sunday,4
2024-11-17 23:59:38,2024,11,November,2024-11,17,Sunday,4
2024-11-18 00:31:38,2024,11,November,2024-11,18,Monday,4
2024-11-18 02:38:26,2024,11,November,2024-11,18,Monday,4
2024-11-18 02:50:34,2024,11,November,2024-11,18,Monday,4
2024-11-18 10:41:15,2024,11,November,2024-11,18,Monday,4
2024-11-18 11:09:49,2024,11,November,2024-11,18,Monday,4
2024-11-18 14:06:39,2024,11,November,2024-11,18,Monday,4
2024-11-18 14:19:06,2024,11,November,2024-11,18,Monday,4
2024-11-18 17:02:56,2024,11,November,2024-11,18,Monday,4
2024-11-18 19:03:33,2024,11,November,2024-11,18,Monday,4
2024-11-18 20:08:51,2024,11,November,2024-11,18,Monday,4
2024-11-19 04:02:52,2024,11,November,2024-11,19,Tuesday,4
2024-11-19 08:11:05,2024,11,November,2024-11,19,Tuesday,4
2024-11-19 10:29:53,2024,11,November,2024-11,19,Tuesday,4
2024-11-19 10:35:03,2024,11,November,2024-11,19,Tuesday,4
2024-11-19 12:10:06,2024,11,November,2024-11,19,Tuesday,4
2024-11-19 12:56:14,2024,11,November,2024-11,19,Tuesday,4
2024-11-19 13:22:42,2024,11,November,2024-11,19,Tuesday,4
2024-11-19 14:27:25,2024,11,November,2024-11,19,Tuesday,4
2024-11-19 15:35:29,2024,11,November,2024-11,19,Tuesday,4
2024-11-19 18:30:21,2024,11,November,2024-11,19,Tuesday,4
2024-11-19 20:25:43,2024,11,November,2024-11,19,Tuesday,4
2024-11-19 23:39:17,2024,11,November,2024-11,19,Tuesday,4
2024-11-20 01:34:33,2024,11,November,2024-11,20,Wednesday,4
2024-11-20 02:41:03,2024,11,November,2024-11,20,Wednesday,4
2024-11-20 02:43:54,2024,11,November,2024-11,20,Wednesday,4
2024-11-20 03:03:10,2024,11,November,2024-11,20,Wednesday,4
2024-11-20 03:55:33,2024,11,November,2024-11,20,Wednesday,4
2024-11-20 06:07:28,2024,11,November,2024-11,20,Wednesday,4
2024-11-20 07:08:18,2024,11,November,2024-11,20,Wednesday,4
2024-11-20 07:12:54,2024,11,November,2024-11,20,Wednesday,4
2024-11-20 12:58:29,2024,11,November,2024-11,20,Wednesday,4
2024-11-20 13:33:25,2024,11,November,2024-11,20,Wednesday,4
2024-11-20 14:32:24,2024,11,November,2024-11,20,Wednesday,4
2024-11-20 14:56:25,2024,11,November,2024-11,20,Wednesday,4
2024-11-20 18:41:50,2024,11,November,2024-11,20,Wednesday,4
2024-11-20 20:56:11,2024,11,November,2024-11,20,Wednesday,4
2024-11-20 22:29:57,2024,11,November,2024-11,20,Wednesday,4
2024-11-20 22:35:42,2024,11,November,2024-11,20,Wednesday,4
2024-11-20 23:08:12,2024,11,November,2024-11,20,Wednesday,4
2024-11-21 01:18:21,2024,11,November,2024-11,21,Thursday,4
2024-11-21 02:09:28,2024,11,November,2024-11,21,Thursday,4
2024-11-21 05:07:29,2024,11,November,2024-11,21,Thursday,4
2024-11-21 09:43:36,2024,11,November,2024-11,21,Thursday,4
2024-11-21 13:00:26,2024,11,November,2024-11,21,Thursday,4
2024-11-21 13:23:00,2024,11,November,2024-11,21,Thursday,4
2024-11-21 15:02:42,2024,11,November,2024-11,21,Thursday,4
2024-11-21 15:52:23,2024,11,November,2024-11,21,Thursday,4
2024-11-21 18:50:04,2024,11,November,2024-11,21,Thursday,4
2024-11-21 20:17:12,2024,11,November,2024-11,21,Thursday,4
2024-11-21 22:00:50,2024,11,November,2024-11,21,Thursday,4
2024-11-21 23:18:08,2024,11,November,2024-11,21,Thursday,4
2024-11-22 02:04:50,2024,11,November,2024-11,22,Friday,4
2024-11-22 02:42:21,2024,11,November,2024-11,22,Friday,4
2024-11-22 11:27:56,2024,11,November,2024-11,22,Friday,4
2024-11-22 11:53:46,2024,11,November,2024-11,22,Friday,4
2024-11-22 17:22:08,2024,11,November,2024-11,22,Friday,4
2024-11-22 21:33:07,2024,11,November,2024-11,22,Friday,4
2024-11-22 23:17:49,2024,11,November,2024-11,22,Friday,4
2024-11-22 23:23:02,2024,11,November,2024-11,22,Friday,4
2024-11-23 02:51:06,2024,11,November,2024-11,23,Saturday,4
2024-11-23 06:19:20,2024,11,November,2024-11,23,Saturday,4
2024-11-23 06:41:31,2024,11,November,2024-11,23,Saturday,4
2024-11-23 09:07:24,2024,11,November,2024-11,23,Saturday,4
2024-11-23 11:57:46,2024,11,November,2024-11,23,Saturday,4
2024-11-23 14:45:53,2024,11,November,2024-11,23,Saturday,4
2024-11-23 15:28:06,2024,11,November,2024-11,23,Saturday,4
2024-11-23 17:00:22,2024,11,November,2024-11,23,Saturday,4
2024-11-23 18:18:23,2024,11,November,2024-11,23,Saturday,4
2024-11-23 19:44:54,2024,11,November,2024-11,23,Saturday,4
2024-11-23 19:58:53,2024,11,November,2024-11,23,Saturday,4
2024-11-24 00:51:55,2024,11,November,2024-11,24,Sunday,4
2024-11-24 04:28:26,2024,11,November,2024-11,24,Sunday,4
2024-11-24 07:35:43,2024,11,November,2024-11,24,Sunday,4
2024-11-24 10:05:18,2024,11,November,2024-11,24,Sunday,4
2024-11-24 15:43:46,2024,11,November,2024-11,24,Sunday,4
2024-11-24 18:52:34,2024,11,November,2024-11,24,Sunday,4
2024-11-25 00:15:01,2024,11,November,2024-11,25,Monday,4
2024-11-25 04:24:54,2024,11,November,2024-11,25,Monday,4
2024-11-25 05:42:58,2024,11,November,2024-11,25,Monday,4
2024-11-25 06:15:22,2024,11,November,2024-11,25,Monday,4
2024-11-25 06:48:13,2024,11,November,2024-11,25,Monday,4
2024-11-25 07:44:29,2024,11,November,2024-11,25,Monday,4
2024-11-25 11:55:05,2024,11,November,2024-11,25,Monday,4
2024-11-25 13:03:17,2024,11,November,2024-11,25,Monday,4
2024-11-25 15:03:05,2024,11,November,2024-11,25,Monday,4
2024-11-25 15:07:50,2024,11,November,2024-11,25,Monday,4
2024-11-25 16:38:04,2024,11,November,2024-11,25,Monday,4
2024-11-25 22:27:53,2024,11,November,2024-11,25,Monday,4
2024-11-25 23:08:51,2024,11,November,2024-11,25,Monday,4
2024-11-26 02:51:57,2024,11,November,2024-11,26,Tuesday,4
2024-11-26 04:10:01,2024,11,November,2024-11,26,Tuesday,4
2024-11-26 04:27:53,2024,11,November,2024-11,26,Tuesday,4
2024-11-26 04:53:23,2024,11,November,2024-11,26,Tuesday,4
2024-11-26 06:09:00,2024,11,November,2024-11,26,Tuesday,4
2024-11-26 06:30:32,2024,11,November,2024-11,26,Tuesday,4
2024-11-26 08:39:26,2024,11,November,2024-11,26,Tuesday,4
2024-11-26 11:29:47,2024,11,November,2024-11,26,Tuesday,4
2024-11-26 11:41:03,2024,11,November,2024-11,26,Tuesday,4
2024-11-26 12:37:10,2024,11,November,2024-11,26,Tuesday,4
2024-11-26 12:56:12,2024,11,November,2024-11,26,Tuesday,4
2024-11-26 12:57:55,2024,11,November,2024-11,26,Tuesday,4
2024-11-26 13:06:01,2024,11,November,2024-11,26,Tuesday,4
2024-11-26 14:44:20,2024,11,November,2024-11,26,Tuesday,4
2024-11-26 14:56:33,2024,11,November,2024-11,26,Tuesday,4
2024-11-26 15:46:19,2024,11,November,2024-11,26,Tuesday,4
2024-11-26 16:54:14,2024,11,November,2024-11,26,Tuesday,4
2024-11-26 17:42:17,2024,11,November,2024-11,26,Tuesday,4
2024-11-26 22:19:13,2024,11,November,2024-11,26,Tuesday,4
2024-11-26 22:45:20,2024,11,November,2024-11,26,Tuesday,4
2024-11-27 00:56:14,2024,11,November,2024-11,27,Wednesday,4
2024-11-27 03:38:44,2024,11,November,2024-11,27,Wednesday,4
2024-11-27 04:20:22,2024,11,November,2024-11,27,Wednesday,4
2024-11-27 05:56:39,2024,11,November,2024-11,27,Wednesday,4
2024-11-27 07:09:39,2024,11,November,2024-11,27,Wednesday,4
2024-11-27 07:15:43,2024,11,November,2024-11,27,Wednesday,4
2024-11-27 11:34:45,2024,11,November,2024-11,27,Wednesday,4
2024-11-27 11:38:42,2024,11,November,2024-11,27,Wednesday,4
2024-11-27 18:33:58,2024,11,November,2024-11,27,Wednesday,4
2024-11-27 19:18:40,2024,11,November,2024-11,27,Wednesday,4
2024-11-27 23:31:25,2024,11,November,2024-11,27,Wednesday,4
2024-11-28 03:44:58,2024,11,November,2024-11,28,Thursday,4
2024-11-28 04:44:40,2024,11,November,2024-11,28,Thursday,4
2024-11-28 07:01:21,2024,11,November,2024-11,28,Thursday,4
2024-11-28 08:04:42,2024,11,November,2024-11,28,Thursday,4
2024-11-28 09:39:34,2024,11,November,2024-11,28,Thursday,4
2024-11-28 13:40:05,2024,11,November,2024-11,28,Thursday,4
2024-11-28 14:11:37,2024,11,November,2024-11,28,Thursday,4
2024-11-28 15:02:39,2024,11,November,2024-11,28,Thursday,4
2024-11-28 16:03:18,2024,11,November,2024-11,28,Thursday,4
2024-11-28 16:15:22,2024,11,November,2024-11,28,Thursday,4
2024-11-28 17:27:42,2024,11,November,2024-11,28,Thursday,4
2024-11-28 18:01:07,2024,11,November,2024-11,28,Thursday,4
2024-11-28 20:00:49,2024,11,November,2024-11,28,Thursday,4
2024-11-28 22:35:34,2024,11,November,2024-11,28,Thursday,4
2024-11-28 23:56:12,2024,11,November,2024-11,28,Thursday,4
2024-11-29 05:35:57,2024,11,November,2024-11,29,Friday,4
2024-11-29 08:51:48,2024,11,November,2024-11,29,Friday,4
2024-11-29 10:54:15,2024,11,November,2024-11,29,Friday,4
2024-11-29 13:29:59,2024,11,November,2024-11,29,Friday,4
2024-11-29 14:47:47,2024,11,November,2024-11,29,Friday,4
2024-11-29 17:01:58,2024,11,November,2024-11,29,Friday,4
2024-11-29 21:09:49,2024,11,November,2024-11,29,Friday,4
2024-11-29 21:30:06,2024,11,November,2024-11,29,Friday,4
2024-11-29 23:53:08,2024,11,November,2024-11,29,Friday,4
2024-11-30 07:55:48,2024,11,November,2024-11,30,Saturday,4
2024-11-30 08:59:16,2024,11,November,2024-11,30,Saturday,4
2024-11-30 09:15:38,2024,11,November,2024-11,30,Saturday,4
2024-11-30 10:35:09,2024,11,November,2024-11,30,Saturday,4
2024-11-30 14:53:12,2024,11,November,2024-11,30,Saturday,4
2024-11-30 15:13:56,2024,11,November,2024-11,30,Saturday,4
2024-11-30 23:11:18,2024,11,November,2024-11,30,Saturday,4
2024-11-30 23:22:29,2024,11,November,2024-11,30,Saturday,4
2024-11-30 23:55:53,2024,11,November,2024-11,30,Saturday,4
2024-12-01 02:10:39,2024,12,December,2024-12,1,Sunday,4
2024-12-01 02:25:08,2024,12,December,2024-12,1,Sunday,4
2024-12-01 06:19:40,2024,12,December,2024-12,1,Sunday,4
2024-12-01 09:59:34,2024,12,December,2024-12,1,Sunday,4
2024-12-01 13:07:26,2024,12,December,2024-12,1,Sunday,4
2024-12-01 19:20:27,2024,12,December,2024-12,1,Sunday,4
2024-12-02 00:41:46,2024,12,December,2024-12,2,Monday,4
2024-12-02 02:22:53,2024,12,December,2024-12,2,Monday,4
2024-12-02 04:23:16,2024,12,December,2024-12,2,Monday,4
2024-12-02 07:20:20,2024,12,December,2024-12,2,Monday,4
2024-12-02 07:31:42,2024,12,December,2024-12,2,Monday,4
2024-12-02 08:10:52,2024,12,December,2024-12,2,Monday,4
2024-12-02 09:16:17,2024,12,December,2024-12,2,Monday,4
2024-12-02 11:59:23,2024,12,December,2024-12,2,Monday,4
2024-12-02 12:36:25,2024,12,December,2024-12,2,Monday,4
2024-12-02 16:25:34,2024,12,December,2024-12,2,Monday,4
2024-12-03 00:28:11,2024,12,December,2024-12,3,Tuesday,4
2024-12-03 01:20:19,2024,12,December,2024-12,3,Tuesday,4
2024-12-03 02:07:09,2024,12,December,2024-12,3,Tuesday,4
2024-12-03 02:46:22,2024,12,December,2024-12,3,Tuesday,4
2024-12-03 03:31:59,2024,12,December,2024-12,3,Tuesday,4
2024-12-03 06:40:34,2024,12,December,2024-12,3,Tuesday,4
2024-12-03 10:42:56,2024,12,December,2024-12,3,Tuesday,4
2024-12-03 12:02:21,2024,12,December,2024-12,3,Tuesday,4
2024-12-03 13:39:36,2024,12,December,2024-12,3,Tuesday,4
2024-12-03 14:34:47,2024,12,December,2024-12,3,Tuesday,4
2024-12-03 18:43:14,2024,12,December,2024-12,3,Tuesday,4
2024-12-04 00:46:30,2024,12,December,2024-12,4,Wednesday,4
2024-12-04 02:40:03,2024,12,December,2024-12,4,Wednesday,4
2024-12-04 03:16:13,2024,12,December,2024-12,4,Wednesday,4
2024-12-04 08:10:35,2024,12,December,2024-12,4,Wednesday,4
2024-12-04 11:15:07,2024,12,December,2024-12,4,Wednesday,4
2024-12-04 12:41:36,2024,12,December,2024-12,4,Wednesday,4
2024-12-04 14:00:56,2024,12,December,2024-12,4,Wednesday,4
2024-12-04 14:20:13,2024,12,December,2024-12,4,Wednesday,4
2024-12-04 14:49:27,2024,12,December,2024-12,4,Wednesday,4
2024-12-04 15:51:21,2024,12,December,2024-12,4,Wednesday,4
2024-12-04 17:05:32,2024,12,December,2024-12,4,Wednesday,4
2024-12-04 21:15:48,2024,12,December,2024-12,4,Wednesday,4
2024-12-04 22:39:04,2024,12,December,2024-12,4,Wednesday,4
2024-12-04 22:53:47,2024,12,December,2024-12,4,Wednesday,4
2024-12-05 00:14:31,2024,12,December,2024-12,5,Thursday,4
2024-12-05 02:01:07,2024,12,December,2024-12,5,Thursday,4
2024-12-05 03:27:23,2024,12,December,2024-12,5,Thursday,4
2024-12-05 05:55:59,2024,12,December,2024-12,5,Thursday,4
2024-12-05 07:05:06,2024,12,December,2024-12,5,Thursday,4
2024-12-05 08:11:45,2024,12,December,2024-12,5,Thursday,4
2024-12-05 08:16:25,2024,12,December,2024-12,5,Thursday,4
2024-12-05 11:12:58,2024,12,December,2024-12,5,Thursday,4
2024-12-06 05:50:49,2024,12,December,2024-12,6,Friday,4
2024-12-06 07:11:03,2024,12,December,2024-12,6,Friday,4
2024-12-06 11:27:26,2024,12,December,2024-12,6,Friday,4
2024-12-06 13:14:57,2024,12,December,2024-12,6,Friday,4
2024-12-06 13:27:08,2024,12,December,2024-12,6,Friday,4
2024-12-06 15:09:43,2024,12,December,2024-12,6,Friday,4
2024-12-06 15:30:46,2024,12,December,2024-12,6,Friday,4
2024-12-06 18:12:48,2024,12,December,2024-12,6,Friday,4
2024-12-06 18:42:28,2024,12,December,2024-12,6,Friday,4
2024-12-06 19:17:36,2024,12,December,2024-12,6,Friday,4
2024-12-06 19:46:23,2024,12,December,2024-12,6,Friday,4
2024-12-06 19:49:44,2024,12,December,2024-12,6,Friday,4
2024-12-06 23:37:47,2024,12,December,2024-12,6,Friday,4
2024-12-06 23:46:37,2024,12,December,2024-12,6,Friday,4
2024-12-07 02:13:25,2024,12,December,2024-12,7,Saturday,4
2024-12-07 04:10:52,2024,12,December,2024-12,7,Saturday,4
2024-12-07 04:49:15,2024,12,December,2024-12,7,Saturday,4
2024-12-07 11:58:07,2024,12,December,2024-12,7,Saturday,4
2024-12-07 12:26:27,2024,12,December,2024-12,7,Saturday,4
2024-12-07 12:38:11,2024,12,December,2024-12,7,Saturday,4
2024-12-07 16:30:47,2024,12,December,2024-12,7,Saturday,4
2024-12-07 16:57:31,2024,12,December,2024-12,7,Saturday,4
2024-12-07 21:34:09,2024,12,December,2024-12,7,Saturday,4
2024-12-07 22:39:08,2024,12,December,2024-12,7,Saturday,4
2024-12-08 02:45:57,2024,12,December,2024-12,8,Sunday,4
2024-12-08 04:41:06,2024,12,December,2024-12,8,Sunday,4
2024-12-08 09:31:59,2024,12,December,2024-12,8,Sunday,4
2024-12-08 11:17:03,2024,12,December,2024-12,8,Sunday,4
2024-12-08 11:20:32,2024,12,December,2024-12,8,Sunday,4
2024-12-08 13:32:14,2024,12,December,2024-12,8,Sunday,4
2024-12-08 17:09:47,2024,12,December,2024-12,8,Sunday,4
2024-12-08 18:41:40,2024,12,December,2024-12,8,Sunday,4
2024-12-08 20:44:41,2024,12,December,2024-12,8,Sunday,4
2024-12-08 21:46:44,2024,12,December,2024-12,8,Sunday,4
2024-12-09 11:42:09,2024,12,December,2024-12,9,Monday,4
2024-12-09 15:40:18,2024,12,December,2024-12,9,Monday,4
2024-12-09 16:54:36,2024,12,December,2024-12,9,Monday,4
2024-12-09 17:20:21,2024,12,December,2024-12,9,Monday,4
2024-12-09 19:44:57,2024,12,December,2024-12,9,Monday,4
2024-12-09 22:21:31,2024,12,December,2024-12,9,Monday,4
2024-12-10 00:32:52,2024,12,December,2024-12,10,Tuesday,4
2024-12-10 03:45:24,2024,12,December,2024-12,10,Tuesday,4
2024-12-10 07:19:33,2024,12,December,2024-12,10,Tuesday,4
2024-12-10 07:51:54,2024,12,December,2024-12,10,Tuesday,4
2024-12-10 08:15:24,2024,12,December,2024-12,10,Tuesday,4
2024-12-10 09:00:30,2024,12,December,2024-12,10,Tuesday,4
2024-12-10 11:13:27,2024,12,December,2024-12,10,Tuesday,4
2024-12-10 12:19:24,2024,12,December,2024-12,10,Tuesday,4
2024-12-10 13:38:46,2024,12,December,2024-12,10,Tuesday,4
2024-12-10 13:40:01,2024,12,December,2024-12,10,Tuesday,4
2024-12-10 15:30:50,2024,12,December,2024-12,10,Tuesday,4
2024-12-10 15:45:09,2024,12,December,2024-12,10,Tuesday,4
2024-12-10 16:52:11,2024,12,December,2024-12,10,Tuesday,4
2024-12-10 17:07:30,2024,12,December,2024-12,10,Tuesday,4
2024-12-10 19:28:47,2024,12,December,2024-12,10,Tuesday,4
2024-12-11 01:01:44,2024,12,December,2024-12,11,Wednesday,4
2024-12-11 01:11:10,2024,12,December,2024-12,11,Wednesday,4
2024-12-11 02:07:18,2024,12,December,2024-12,11,Wednesday,4
2024-12-11 06:41:07,2024,12,December,2024-12,11,Wednesday,4
2024-12-11 09:02:11,2024,12,December,2024-12,11,Wednesday,4
2024-12-11 13:10:15,2024,12,December,2024-12,11,Wednesday,4
2024-12-11 13:43:30,2024,12,December,2024-12,11,Wednesday,4
2024-12-11 16:18:19,2024,12,December,2024-12,11,Wednesday,4
2024-12-11 20:02:01,2024,12,December,2024-12,11,Wednesday,4
2024-12-11 23:41:01,2024,12,December,2024-12,11,Wednesday,4
2024-12-11 23:52:47,2024,12,December,2024-12,11,Wednesday,4
2024-12-12 01:25:58,2024,12,December,2024-12,12,Thursday,4
2024-12-12 06:58:32,2024,12,December,2024-12,12,Thursday,4
2024-12-12 10:16:51,2024,12,December,2024-12,12,Thursday,4
2024-12-12 10:43:05,2024,12,December,2024-12,12,Thursday,4
2024-12-12 14:22:48,2024,12,December,2024-12,12,Thursday,4
2024-12-12 15:36:10,2024,12,December,2024-12,12,Thursday,4
2024-12-12 16:16:15,2024,12,December,2024-12,12,Thursday,4
2024-12-12 16:55:39,2024,12,December,2024-12,12,Thursday,4
2024-12-12 17:36:29,2024,12,December,2024-12,12,Thursday,4
2024-12-12 23:34:15,2024,12,December,2024-12,12,Thursday,4
2024-12-13 00:33:49,2024,12,December,2024-12,13,Friday,4
2024-12-13 02:38:11,2024,12,December,2024-12,13,Friday,4
2024-12-13 07:34:09,2024,12,December,2024-12,13,Friday,4
2024-12-13 08:21:58,2024,12,December,2024-12,13,Friday,4
2024-12-13 09:11:38,2024,12,December,2024-12,13,Friday,4
2024-12-13 13:02:51,2024,12,December,2024-12,13,Friday,4
2024-12-13 14:02:56,2024,12,December,2024-12,13,Friday,4
2024-12-13 15:01:01,2024,12,December,2024-12,13,Friday,4
2024-12-13 16:34:17,2024,12,December,2024-12,13,Friday,4
2024-12-13 20:23:03,2024,12,December,2024-12,13,Friday,4
